id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
937837897631191844,https://www.airbnb.com/rooms/937837897631191844,20240310234900,2024-03-11,city scrape,Hudson 2 at The Argus Hotel,Hudson 2 is a first floor queen room. Has a private bathroom with shower. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937837897631191844/original/a5691d86-998d-451e-9892-2ef33a2814ba.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",SIXTH WARD,,42.658672199777634,-73.77478693204898,Room in hotel,Private room,2,1.0,1 bath,1,1,"[""Self check-in"", ""Shampoo"", ""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Air conditioning"", ""Indoor fireplace"", ""Wifi"", ""BBQ grill"", ""Hair dryer"", ""Keypad"", ""Conditioner"", ""Kitchen"", ""Fire extinguisher"", ""Hangers""]",$184.00,1,365,1,1,365,365,1.0,365.0,,t,25,52,77,278,2024-03-11,2,2,0,2023-09-03,2023-12-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,12,1,11,0,0.31
937838302933205871,https://www.airbnb.com/rooms/937838302933205871,20240310234900,2024-03-11,city scrape,Hudson 1 at The Argus Hotel,Hudson 1 is a first floor queen room with a larger bathroom and tub. Each room is equipped with a SmartTV and Apple TV as well as a desk. <br /><br />This room is not pet friendly. <br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design)  is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937838302933205871/original/dc88d591-8d29-40e5-bbf7-5318ca74d249.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",ELEVENTH WARD,,42.6606,-73.77284,Room in hotel,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Keypad"", ""Fire extinguisher"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""Indoor fireplace"", ""Bathtub"", ""Long term stays allowed"", ""BBQ grill""]",$184.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,25,52,77,278,2024-03-11,4,4,0,2023-10-08,2024-01-04,5.0,4.75,5.0,5.0,5.0,5.0,4.75,,t,12,1,11,0,0.77
937917144482762419,https://www.airbnb.com/rooms/937917144482762419,20240310234900,2024-03-11,city scrape,Hudson 3 ADA at The Argus Hotel,Hudson 3 is a first floor handicap accessible queen room with a large bathroom and ADA shower. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937917144482762419/original/37d71583-0c70-434f-a9f0-4d443df12a76.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",TENTH WARD,,42.659082586070085,-73.77455698333637,Room in hotel,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Fire extinguisher"", ""Keypad"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""Indoor fireplace"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Elevator"", ""BBQ grill""]",$184.00,1,365,1,1,365,365,1.0,365.0,,t,18,45,72,275,2024-03-11,4,4,0,2023-08-13,2023-10-24,4.75,5.0,5.0,5.0,4.75,5.0,4.75,,t,12,1,11,0,0.57
937927979762952955,https://www.airbnb.com/rooms/937927979762952955,20240310234900,2024-03-11,city scrape,Hudson 4 at The Argus Hotel,Hudson 4 is a first floor queen room with private bathroom. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937927979762952955/original/7776960b-1b31-460f-a1bc-27f61362f9ca.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",TENTH WARD,,42.66043,-73.77432,Room in hotel,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Fire extinguisher"", ""Keypad"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""Pets allowed"", ""Indoor fireplace"", ""Long term stays allowed"", ""Elevator"", ""BBQ grill"", ""EV charger - level 1""]",$184.00,1,365,1,1,365,365,1.0,365.0,,t,18,43,68,268,2024-03-11,0,0,0,,,,,,,,,,,t,12,1,11,0,
937935210290408974,https://www.airbnb.com/rooms/937935210290408974,20240310234900,2024-03-11,city scrape,Hudson 5 at The Argus Hotel,Hudson 5 is a first floor queen room with a larger bathroom and shower Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937935210290408974/original/9d1201cb-165e-4419-8ca1-fcd8b9ad0548.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",SIXTH WARD,,42.65846944486231,-73.77272373106814,Room in hotel,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""Pets allowed"", ""Indoor fireplace"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Elevator"", ""BBQ grill"", ""EV charger - level 1""]",$184.00,1,365,1,1,365,365,1.0,365.0,,t,25,47,74,277,2024-03-11,1,1,0,2023-10-22,2023-10-22,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,t,12,1,11,0,0.21
937943638262956751,https://www.airbnb.com/rooms/937943638262956751,20240310234900,2024-03-11,city scrape,Whalen Suite at The Argus Hotel,"The Whalen King Suite is our largest suite. It features a large sitting area, work space, walk in closet, and oversized bathroom with soaking tub and shower. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM)","The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937943638262956751/original/b7b9b1a1-dd59-4fbc-99f3-6882449cb6ba.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",SIXTH WARD,,42.65908020134226,-73.77325860057209,Room in hotel,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Fire extinguisher"", ""Keypad"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""Indoor fireplace"", ""Bathtub"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Elevator"", ""BBQ grill"", ""EV charger - level 1""]",$207.00,1,365,1,1,365,365,1.0,365.0,,t,26,55,79,281,2024-03-11,1,1,0,2023-12-27,2023-12-27,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,t,12,1,11,0,0.39
937959604296602771,https://www.airbnb.com/rooms/937959604296602771,20240310234900,2024-03-11,previous scrape,Whalen Deluxe at The Argus Hotel,"Whalen 2 Deluxe is a large queen room located on the second floor. Has a private bathroom with tub, and small wet bar with microwave and mini fridge. Each room is equipped with a SmartTV and Apple TV.<br /><br /> Great for extended stays<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM)","The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937959604296602771/original/b9f809cd-f69c-4ecf-bfc9-50429c364b34.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",TENTH WARD,,42.66003431746541,-73.77320091698593,Room in hotel,Private room,2,,1 bath,1,,"[""Self check-in"", ""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Air conditioning"", ""Wifi"", ""BBQ grill"", ""Outdoor dining area"", ""Keypad"", ""Kitchen"", ""Fire extinguisher"", ""Indoor fireplace""]",,1,365,1,1,365,365,1.0,365.0,,t,23,49,72,273,2024-03-11,0,0,0,,,,,,,,,,,t,12,1,11,0,
937966967490420635,https://www.airbnb.com/rooms/937966967490420635,20240310234900,2024-03-11,city scrape,Whalen 3 at The Argus Hotel,Whalen 3 is a queen room located on the second floor. Has a private bathroom with tub and mini fridge. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-937966967490420635/original/d8168664-a483-4060-891f-9037bc780ae5.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",SIXTH WARD,,42.658565440198664,-73.77439829468118,Room in hotel,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Fire extinguisher"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""Indoor fireplace"", ""Bathtub"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Elevator"", ""BBQ grill"", ""EV charger - level 1""]",$201.00,1,365,1,1,365,365,1.0,365.0,,t,24,53,69,272,2024-03-11,0,0,0,,,,,,,,,,,t,12,1,11,0,
938260134617291567,https://www.airbnb.com/rooms/938260134617291567,20240310234900,2024-03-11,previous scrape,Whalen 4 at The Argus Hotel,Whalen 4 is a queen room located on the second floor. Has a private bathroom with tub. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-938260134617291567/original/dec50d3d-7039-4688-ac9e-a05ff1c7b691.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",SIXTH WARD,,42.658926587547136,-73.77448006832087,Room in hotel,Private room,2,,1 bath,1,,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Keypad"", ""Fire extinguisher"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Conditioner"", ""Indoor fireplace"", ""Long term stays allowed"", ""Elevator"", ""EV charger - level 1""]",,1,365,1,1,365,365,1.0,365.0,,t,15,39,63,266,2024-03-11,0,0,0,,,,,,,,,,,t,12,1,11,0,
938266199766701429,https://www.airbnb.com/rooms/938266199766701429,20240310234900,2024-03-11,previous scrape,Knickerbocker 1 The Argus Hotel,Knickerbocker 1 is a queen room located on the second floor. Has a private bathroom with tub. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),"The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-938266199766701429/original/2a5d2a9c-476e-441e-975d-430375628bd6.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",TENTH WARD,,42.660367202946986,-73.77326955672677,Room in hotel,Private room,2,,1 bath,1,,"[""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Fire extinguisher"", ""Keypad"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Outdoor furniture"", ""Conditioner"", ""Indoor fireplace"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Elevator"", ""BBQ grill"", ""EV charger - level 1""]",,1,365,1,1,365,365,1.0,365.0,,t,27,55,82,284,2024-03-11,0,0,0,,,,,,,,,,,t,12,1,11,0,
938271786418327576,https://www.airbnb.com/rooms/938271786418327576,20240310234900,2024-03-11,previous scrape,Knickerbocker 3 The Argus Hotel,"Large queen room with queen pull out couch located on the second floor. Private porch, bathroom with tub and small wet bar with microwave and mini fridge. Each room has a SmartTV and Apple TV.<br /><br />Great for extended stays<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM)","The Argus Hotel is located directly on Washington Park (Olmstead Design) is just a short walk to downtown, the Capitol Building and Empire State Plaza, Albany Medical Center, Albany Law School & Albany Pharmacy College, so leave your car for the day in our onsite parking lot. The hotel is only two blocks from hip Center Square, a neighborhood of 19th century brownstones, where you can stroll to numerous restaurants, galleries, pubs, and music venues.",https://a0.muscache.com/pictures/miso/Hosting-938271786418327576/original/450ab77e-4af8-4870-8299-97b0bda81e24.png,526358730,https://www.airbnb.com/users/show/526358730,Argus,2023-07-17,,"",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-526358730/original/36a4d4d9-a4fa-48cb-8ae7-5cefceeab9ab.jpeg?aki_policy=profile_x_medium,Washington Park,12,13,"['email', 'phone']",t,f,"Albany, New York, United States",SIXTH WARD,,42.65868261789235,-73.77332643473149,Room in hotel,Private room,2,,1 bath,1,,"[""Microwave"", ""Smoke alarm"", ""Shower gel"", ""Hair dryer"", ""Outdoor dining area"", ""Fire extinguisher"", ""Keypad"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Mini fridge"", ""Kitchen"", ""Hangers"", ""Cleaning available during stay"", ""Shampoo"", ""Air conditioning"", ""Private patio or balcony"", ""Conditioner"", ""Indoor fireplace"", ""Long term stays allowed"", ""Elevator"", ""BBQ grill"", ""EV charger - level 1""]",,1,365,1,1,365,365,1.0,365.0,,t,27,55,80,280,2024-03-11,0,0,0,,,,,,,,,,,t,12,1,11,0,
